BusinessName,BusinessType,RatingValue,InspectionDate,Address,PostCode,Province,user_rating,Hygiene_Score
Restaurant_94,Restaurant/Cafe/Shop,Pass,2024-12-29,Address_94,54000,Punjab,4.7,91.30000000000001
Restaurant_95,Restaurant/Cafe/Shop,Improvement Required,2024-03-14,Address_95,54000,Punjab,4.3,73.7
Restaurant_96,Restaurant/Cafe/Shop,Improvement Required,2025-11-22,Address_96,60000,Punjab,3.6,67.4
Restaurant_97,Restaurant/Cafe/Shop,Pass,2024-03-02,Address_97,60000,Punjab,3.1,76.9
Restaurant_98,Restaurant/Cafe/Shop,Improvement Required,2024-10-27,Address_98,55150,Punjab,2.1,53.900000000000006
Restaurant_99,Restaurant/Cafe/Shop,Pass,2025-01-25,Address_99,38000,Punjab,2.1,67.9
Restaurant_100,Restaurant/Cafe/Shop,Pass,2025-04-11,Address_100,40100,Punjab,3.7,82.30000000000001
Restaurant_101,Restaurant/Cafe/Shop,Improvement Required,2024-09-09,Address_101,38000,Punjab,4.9,79.10000000000001
Restaurant_102,Restaurant/Cafe/Shop,Improvement Required,2024-11-13,Address_102,54000,Punjab,1.4,47.599999999999994
Restaurant_103,Restaurant/Cafe/Shop,Pass,2025-09-26,Address_103,54000,Punjab,2.1,67.9
Restaurant_104,Restaurant/Cafe/Shop,Pass,2025-06-25,Address_104,46000,Punjab,3.4,79.6
Restaurant_105,Restaurant/Cafe/Shop,Pass,2024-12-14,Address_105,54000,Punjab,3.9,84.1
Restaurant_106,Restaurant/Cafe/Shop,Pass,2024-03-15,Address_106,54000,Punjab,2.5,71.5
Restaurant_107,Restaurant/Cafe/Shop,Pass,2025-03-20,Address_107,38000,Punjab,3.0,76.0
Restaurant_108,Restaurant/Cafe/Shop,Pass,2025-11-21,Address_108,46000,Punjab,4.0,85.0
Restaurant_109,Restaurant/Cafe/Shop,Pass,2025-10-09,Address_109,46000,Punjab,4.5,89.5
Restaurant_110,Restaurant/Cafe/Shop,Pass,2024-03-17,Address_110,54000,Punjab,1.9,66.1
Restaurant_111,Restaurant/Cafe/Shop,Awaiting Inspection,2024-10-20,Address_111,55150,Punjab,2.6,54.900000000000006
Restaurant_112,Restaurant/Cafe/Shop,Pass,2024-01-05,Address_112,40100,Punjab,4.7,91.30000000000001
Restaurant_113,Restaurant/Cafe/Shop,Pass,2025-12-18,Address_113,60000,Punjab,2.5,71.5
Restaurant_114,Restaurant/Cafe/Shop,Pass,2025-11-14,Address_114,55150,Punjab,1.1,58.900000000000006
Restaurant_115,Restaurant/Cafe/Shop,Pass,2025-05-07,Address_115,54000,Punjab,3.7,82.30000000000001
Restaurant_116,Restaurant/Cafe/Shop,Pass,2024-02-25,Address_116,60000,Punjab,3.7,82.30000000000001
Restaurant_117,Restaurant/Cafe/Shop,Pass,2025-07-28,Address_117,55150,Punjab,4.4,88.60000000000001
Restaurant_118,Restaurant/Cafe/Shop,Pass,2025-02-19,Address_118,38000,Punjab,4.3,87.7
Restaurant_119,Restaurant/Cafe/Shop,Pass,2024-12-24,Address_119,60000,Punjab,1.4,61.599999999999994
Restaurant_120,Restaurant/Cafe/Shop,Pass,2025-08-25,Address_120,40100,Punjab,3.2,77.8
Restaurant_121,Restaurant/Cafe/Shop,Pass,2025-04-26,Address_121,55150,Punjab,2.4,70.6
Restaurant_122,Restaurant/Cafe/Shop,Pass,2024-10-08,Address_122,60000,Punjab,2.9,75.1
Restaurant_123,Restaurant/Cafe/Shop,Pass,2025-10-02,Address_123,55150,Punjab,3.3,78.69999999999999
Restaurant_124,Restaurant/Cafe/Shop,Pass,2025-03-20,Address_124,38000,Punjab,1.9,66.1
Restaurant_125,Restaurant/Cafe/Shop,Pass,2024-06-30,Address_125,60000,Punjab,2.2,68.80000000000001
Restaurant_126,Restaurant/Cafe/Shop,Pass,2024-02-18,Address_126,38000,Punjab,4.2,86.80000000000001
Restaurant_127,Restaurant/Cafe/Shop,Improvement Required,2024-04-19,Address_127,60000,Punjab,1.9,52.1
Restaurant_128,Restaurant/Cafe/Shop,Pass,2024-02-23,Address_128,55150,Punjab,2.1,67.9
Restaurant_129,Restaurant/Cafe/Shop,Pass,2024-09-05,Address_129,60000,Punjab,3.8,83.2
Restaurant_130,Restaurant/Cafe/Shop,Pass,2024-01-28,Address_130,54000,Punjab,2.1,67.9
Restaurant_131,Restaurant/Cafe/Shop,Pass,2025-07-13,Address_131,55150,Punjab,4.7,91.30000000000001
Restaurant_132,Restaurant/Cafe/Shop,Pass,2024-02-16,Address_132,55150,Punjab,3.7,82.30000000000001
Restaurant_133,Restaurant/Cafe/Shop,Pass,2024-06-13,Address_133,55150,Punjab,2.1,67.9
Restaurant_134,Restaurant/Cafe/Shop,Pass,2024-11-25,Address_134,55150,Punjab,1.1,58.900000000000006
Restaurant_135,Restaurant/Cafe/Shop,Improvement Required,2024-08-10,Address_135,40100,Punjab,4.3,73.7
Restaurant_136,Restaurant/Cafe/Shop,Pass,2025-08-29,Address_136,46000,Punjab,4.6,90.4
Restaurant_137,Restaurant/Cafe/Shop,Pass,2025-12-05,Address_137,60000,Punjab,4.6,90.4
Restaurant_138,Restaurant/Cafe/Shop,Pass,2024-10-23,Address_138,38000,Punjab,3.4,79.6
Restaurant_139,Restaurant/Cafe/Shop,Pass,2025-05-08,Address_139,46000,Punjab,2.4,70.6
Restaurant_140,Restaurant/Cafe/Shop,Pass,2024-05-21,Address_140,46000,Punjab,2.7,73.3
Restaurant_141,Restaurant/Cafe/Shop,Pass,2025-10-10,Address_141,40100,Punjab,2.6,72.4
Restaurant_142,Restaurant/Cafe/Shop,Improvement Required,2025-12-18,Address_142,60000,Punjab,2.3,55.7
Restaurant_143,Restaurant/Cafe/Shop,Awaiting Inspection,2025-05-15,Address_143,38000,Punjab,4.8,74.7
Restaurant_144,Restaurant/Cafe/Shop,Pass,2024-12-23,Address_144,38000,Punjab,1.4,61.599999999999994
Restaurant_145,Restaurant/Cafe/Shop,Pass,2025-01-02,Address_145,55150,Punjab,4.8,92.2
Restaurant_146,Restaurant/Cafe/Shop,Improvement Required,2024-01-20,Address_146,38000,Punjab,3.6,67.4
Restaurant_147,Restaurant/Cafe/Shop,Pass,2025-06-29,Address_147,40100,Punjab,1.4,61.599999999999994
Restaurant_148,Restaurant/Cafe/Shop,Improvement Required,2024-11-11,Address_148,60000,Punjab,1.3,46.7
Restaurant_149,Restaurant/Cafe/Shop,Pass,2025-03-29,Address_149,60000,Punjab,4.6,90.4
Restaurant_150,Restaurant/Cafe/Shop,Pass,2025-04-13,Address_150,40100,Punjab,3.7,82.30000000000001
Restaurant_151,Restaurant/Cafe/Shop,Pass,2025-07-24,Address_151,38000,Punjab,4.8,92.2
Restaurant_152,Restaurant/Cafe/Shop,Improvement Required,2024-06-13,Address_152,38000,Punjab,2.5,57.5
Restaurant_153,Restaurant/Cafe/Shop,Pass,2024-02-05,Address_153,55150,Punjab,1.8,65.2
Restaurant_154,Restaurant/Cafe/Shop,Pass,2024-05-17,Address_154,55150,Punjab,4.1,85.9
Restaurant_155,Restaurant/Cafe/Shop,Pass,2024-05-16,Address_155,55150,Punjab,5.0,94.0
Restaurant_156,Restaurant/Cafe/Shop,Pass,2025-05-16,Address_156,40100,Punjab,3.8,83.2
Restaurant_157,Restaurant/Cafe/Shop,Pass,2025-04-10,Address_157,40100,Punjab,3.4,79.6
Restaurant_158,Restaurant/Cafe/Shop,Pass,2024-03-10,Address_158,40100,Punjab,1.6,63.4
Restaurant_159,Restaurant/Cafe/Shop,Pass,2024-08-18,Address_159,40100,Punjab,4.4,88.60000000000001
Restaurant_160,Restaurant/Cafe/Shop,Improvement Required,2025-09-30,Address_160,38000,Punjab,1.4,47.599999999999994
Restaurant_161,Restaurant/Cafe/Shop,Pass,2025-09-19,Address_161,54000,Punjab,3.3,78.69999999999999
Restaurant_162,Restaurant/Cafe/Shop,Pass,2025-02-26,Address_162,54000,Punjab,3.6,81.4
Restaurant_163,Restaurant/Cafe/Shop,Pass,2025-05-08,Address_163,54000,Punjab,1.0,58.0
Restaurant_164,Restaurant/Cafe/Shop,Pass,2024-11-09,Address_164,60000,Punjab,4.3,87.7
Restaurant_165,Restaurant/Cafe/Shop,Pass,2024-06-10,Address_165,55150,Punjab,2.4,70.6
Restaurant_166,Restaurant/Cafe/Shop,Pass,2025-12-24,Address_166,60000,Punjab,2.9,75.1
Restaurant_167,Restaurant/Cafe/Shop,Pass,2025-06-17,Address_167,40100,Punjab,2.9,75.1
Restaurant_168,Restaurant/Cafe/Shop,Pass,2025-12-26,Address_168,40100,Punjab,1.2,59.8
Restaurant_169,Restaurant/Cafe/Shop,Pass,2025-01-29,Address_169,55150,Punjab,2.4,70.6
Restaurant_170,Restaurant/Cafe/Shop,Pass,2024-11-05,Address_170,40100,Punjab,1.6,63.4
Restaurant_171,Restaurant/Cafe/Shop,Pass,2024-11-02,Address_171,38000,Punjab,3.6,81.4
Restaurant_172,Restaurant/Cafe/Shop,Pass,2024-03-19,Address_172,55150,Punjab,2.9,75.1
Restaurant_173,Restaurant/Cafe/Shop,Pass,2025-07-20,Address_173,38000,Punjab,3.1,76.9
Restaurant_174,Restaurant/Cafe/Shop,Pass,2024-03-21,Address_174,40100,Punjab,3.9,84.1
Restaurant_175,Restaurant/Cafe/Shop,Pass,2025-07-19,Address_175,40100,Punjab,1.8,65.2
Restaurant_176,Restaurant/Cafe/Shop,Pass,2024-11-09,Address_176,38000,Punjab,3.7,82.30000000000001
Restaurant_177,Restaurant/Cafe/Shop,Pass,2024-08-15,Address_177,40100,Punjab,2.5,71.5
Restaurant_178,Restaurant/Cafe/Shop,Pass,2025-05-15,Address_178,54000,Punjab,3.2,77.8
Restaurant_179,Restaurant/Cafe/Shop,Pass,2024-04-09,Address_179,46000,Punjab,4.4,88.60000000000001
Restaurant_180,Restaurant/Cafe/Shop,Pass,2025-11-26,Address_180,46000,Punjab,4.8,92.2
Restaurant_181,Restaurant/Cafe/Shop,Pass,2024-01-05,Address_181,55150,Punjab,2.5,71.5
Restaurant_182,Restaurant/Cafe/Shop,Pass,2025-11-15,Address_182,40100,Punjab,4.2,86.80000000000001
Restaurant_183,Restaurant/Cafe/Shop,Pass,2024-04-26,Address_183,38000,Punjab,3.7,82.30000000000001
Restaurant_184,Restaurant/Cafe/Shop,Pass,2024-09-19,Address_184,55150,Punjab,3.3,78.69999999999999
Restaurant_185,Restaurant/Cafe/Shop,Pass,2024-07-09,Address_185,46000,Punjab,1.5,62.5
Restaurant_186,Restaurant/Cafe/Shop,Pass,2025-01-31,Address_186,54000,Punjab,1.3,60.7
Restaurant_187,Restaurant/Cafe/Shop,Pass,2024-01-14,Address_187,55150,Punjab,2.3,69.7
Restaurant_188,Restaurant/Cafe/Shop,Improvement Required,2025-02-08,Address_188,54000,Punjab,4.9,79.10000000000001
Restaurant_189,Restaurant/Cafe/Shop,Pass,2024-01-09,Address_189,54000,Punjab,3.5,80.5
Restaurant_190,Restaurant/Cafe/Shop,Pass,2025-04-06,Address_190,38000,Punjab,2.6,72.4
Restaurant_191,Restaurant/Cafe/Shop,Improvement Required,2024-11-02,Address_191,38000,Punjab,5.0,80.0
Restaurant_192,Restaurant/Cafe/Shop,Pass,2025-06-15,Address_192,55150,Punjab,1.6,63.4
Restaurant_193,Restaurant/Cafe/Shop,Pass,2024-05-14,Address_193,54000,Punjab,1.3,60.7
Restaurant_194,Restaurant/Cafe/Shop,Pass,2025-06-29,Address_194,54000,Punjab,1.1,58.900000000000006
Restaurant_195,Restaurant/Cafe/Shop,Improvement Required,2025-01-11,Address_195,40100,Punjab,3.0,62.0
Restaurant_196,Restaurant/Cafe/Shop,Improvement Required,2025-04-30,Address_196,46000,Punjab,1.9,52.1
Restaurant_197,Restaurant/Cafe/Shop,Improvement Required,2025-04-13,Address_197,38000,Punjab,1.9,52.1
Restaurant_198,Restaurant/Cafe/Shop,Pass,2024-02-15,Address_198,60000,Punjab,1.2,59.8
Restaurant_199,Restaurant/Cafe/Shop,Pass,2024-01-07,Address_199,46000,Punjab,4.4,88.60000000000001
Restaurant_200,Restaurant/Cafe/Shop,Pass,2024-05-19,Address_200,54000,Punjab,3.6,81.4
Restaurant_201,Restaurant/Cafe/Shop,Pass,2025-11-27,Address_201,55150,Punjab,3.8,83.2
Restaurant_202,Restaurant/Cafe/Shop,Pass,2024-01-20,Address_202,54000,Punjab,5.0,94.0
Restaurant_203,Restaurant/Cafe/Shop,Pass,2025-08-05,Address_203,55150,Punjab,4.0,85.0
Restaurant_204,Restaurant/Cafe/Shop,Improvement Required,2025-03-06,Address_204,55150,Punjab,3.8,69.2
Restaurant_205,Restaurant/Cafe/Shop,Improvement Required,2024-06-22,Address_205,55150,Punjab,1.9,52.1
Restaurant_206,Restaurant/Cafe/Shop,Pass,2025-06-08,Address_206,60000,Punjab,3.4,79.6
Restaurant_207,Restaurant/Cafe/Shop,Pass,2024-03-13,Address_207,55150,Punjab,4.1,85.9
Restaurant_208,Restaurant/Cafe/Shop,Improvement Required,2024-06-15,Address_208,38000,Punjab,2.2,54.800000000000004
Restaurant_209,Restaurant/Cafe/Shop,Pass,2025-09-22,Address_209,60000,Punjab,4.7,91.30000000000001
Restaurant_210,Restaurant/Cafe/Shop,Pass,2025-12-01,Address_210,38000,Punjab,3.5,80.5
Restaurant_211,Restaurant/Cafe/Shop,Pass,2025-07-12,Address_211,60000,Punjab,4.8,92.2
Restaurant_212,Restaurant/Cafe/Shop,Pass,2024-01-10,Address_212,40100,Punjab,3.3,78.69999999999999
Restaurant_213,Restaurant/Cafe/Shop,Pass,2024-09-12,Address_213,40100,Punjab,2.0,67.0
Restaurant_214,Restaurant/Cafe/Shop,Improvement Required,2025-12-26,Address_214,55150,Punjab,1.5,48.5
Restaurant_215,Restaurant/Cafe/Shop,Pass,2025-10-29,Address_215,46000,Punjab,4.4,88.60000000000001
Restaurant_216,Restaurant/Cafe/Shop,Pass,2024-09-16,Address_216,54000,Punjab,2.0,67.0
Restaurant_217,Restaurant/Cafe/Shop,Pass,2024-07-21,Address_217,38000,Punjab,3.0,76.0
Restaurant_218,Restaurant/Cafe/Shop,Pass,2024-10-29,Address_218,54000,Punjab,1.8,65.2
Restaurant_219,Restaurant/Cafe/Shop,Improvement Required,2024-09-17,Address_219,38000,Punjab,2.9,61.099999999999994
Restaurant_220,Restaurant/Cafe/Shop,Improvement Required,2025-07-16,Address_220,60000,Punjab,3.2,63.8
Restaurant_221,Restaurant/Cafe/Shop,Pass,2025-05-20,Address_221,60000,Punjab,4.7,91.30000000000001
Restaurant_222,Restaurant/Cafe/Shop,Improvement Required,2025-02-24,Address_222,55150,Punjab,1.6,49.4
Restaurant_223,Restaurant/Cafe/Shop,Improvement Required,2025-07-12,Address_223,55150,Punjab,4.8,78.2
Restaurant_224,Restaurant/Cafe/Shop,Pass,2025-08-14,Address_224,55150,Punjab,3.7,82.30000000000001
Restaurant_225,Restaurant/Cafe/Shop,Pass,2024-12-21,Address_225,38000,Punjab,1.6,63.4
Restaurant_226,Restaurant/Cafe/Shop,Awaiting Inspection,2025-12-31,Address_226,55150,Punjab,4.6,72.9
Restaurant_227,Restaurant/Cafe/Shop,Pass,2024-07-07,Address_227,54000,Punjab,2.8,74.19999999999999
Restaurant_228,Restaurant/Cafe/Shop,Pass,2024-02-29,Address_228,40100,Punjab,3.9,84.1
Restaurant_229,Restaurant/Cafe/Shop,Awaiting Inspection,2025-01-29,Address_229,40100,Punjab,3.9,66.6
Restaurant_230,Restaurant/Cafe/Shop,Pass,2024-10-05,Address_230,40100,Punjab,3.5,80.5
Restaurant_231,Restaurant/Cafe/Shop,Pass,2024-03-13,Address_231,54000,Punjab,3.2,77.8
Restaurant_232,Restaurant/Cafe/Shop,Improvement Required,2024-08-27,Address_232,46000,Punjab,3.2,63.8
Restaurant_233,Restaurant/Cafe/Shop,Pass,2024-02-02,Address_233,60000,Punjab,2.0,67.0
Restaurant_234,Restaurant/Cafe/Shop,Pass,2024-06-07,Address_234,38000,Punjab,2.5,71.5
Restaurant_235,Restaurant/Cafe/Shop,Pass,2025-04-12,Address_235,46000,Punjab,1.6,63.4
Restaurant_236,Restaurant/Cafe/Shop,Pass,2024-10-13,Address_236,40100,Punjab,1.4,61.599999999999994
Restaurant_237,Restaurant/Cafe/Shop,Awaiting Inspection,2025-04-28,Address_237,60000,Punjab,2.6,54.900000000000006
Restaurant_238,Restaurant/Cafe/Shop,Pass,2025-09-07,Address_238,40100,Punjab,1.4,61.599999999999994
Restaurant_239,Restaurant/Cafe/Shop,Pass,2024-10-09,Address_239,46000,Punjab,4.8,92.2
Restaurant_240,Restaurant/Cafe/Shop,Awaiting Inspection,2024-06-01,Address_240,54000,Punjab,1.3,43.2
Restaurant_241,Restaurant/Cafe/Shop,Improvement Required,2025-09-15,Address_241,54000,Punjab,1.6,49.4
Restaurant_242,Restaurant/Cafe/Shop,Pass,2025-09-07,Address_242,38000,Punjab,2.2,68.80000000000001
Restaurant_243,Restaurant/Cafe/Shop,Improvement Required,2025-10-02,Address_243,40100,Punjab,1.9,52.1
Restaurant_244,Restaurant/Cafe/Shop,Awaiting Inspection,2025-08-05,Address_244,55150,Punjab,1.1,41.400000000000006
